# 274,cat274|Краскораспылитель пневматический
 1|Краскораспылитель пневматический с ВЕРХНИМ бачком|274|57315|798|788|777||norow|Краскораспылитель пневматический| MATRIX с ВЕРХНИМ бачком 1.0 л, сменные сопла 1.2, 1.5, 1.8 мм <span class=art>арт. 57315</span>|</span><span class="for">Для нанесения защитных, декоративных, изоляционных покрытий на различные поверхности: пластик, металл, дерево, керамику</span><span class="addt">Применяется при проведении наружных и внутренних отделочных работ, окраске металлоконструкций в автосервисах, нанесении пожаростойких составов.||/img/pic/shmal/small/57315.jpg|/img/pic/shmal/big/57315.jpg
#1|Кисть плоская HARDY с.31 0.75&Prime;&numsp;(20 мм), длина волоса 44 мм |148|0200-31.44.10| 29,98| 28,98| 27,98|535|norow|Кисти плоские| HARDY (Польша), серия 31 - светлая щетина китайской свиньи, пластиковая рукоятка|</span><span class="for strong">Для работы красками и лаками на основе растворителей</span></p><UL><LI>Щетина китайской свиньи (является наиболее используемым материалом для кистей и макловиц).<LI>Щетина слегка искривленная и конусообразная, имеет облущенную, шероховатую поверхность.<LI>В отличие от волоса, щетина имеет 2-3 окончания, создающих так называемый "флажок", который обеспечивает полное и гладкое покрытие поверхности с получением равномерного слоя краски.</UL><p><span class="addt">||/img/pic/shmal/small/SER_31.jpg|/img/pic/shmal/big/SER_31.jpg
#0|Кисть плоская HARDY с.31 1.00&Prime;&numsp;(25 мм), длина волоса 44 мм |148|0200-31.44.10| 28,98| 28,28| 27,00|535|
#0|Кисть плоская HARDY с.31 1.50&Prime;&numsp;(38 мм), длина волоса 44 мм |148|0200-31.44.15| 38,98| 38,28| 37,00|535|
#0|Кисть плоская HARDY с.31 2.00&Prime;&numsp;(50 мм), длина волоса 44 мм |148|0200-31.44.20| 49,98| 48,98| 47,00|535|
#0|Кисть плоская HARDY с.31 2.50&Prime;&numsp;(63 мм), длина волоса 51 мм |148|0200-31.51.25| 75,98| 73,98| 72,98|535|
#0|Кисть плоская HARDY с.31 3.00&Prime;&numsp;(75 мм), длина волоса 51 мм |148|0200-31.51.30| 89,98| 86,98| 85,00|535|
#0|Кисть плоская HARDY с.31 4.00&Prime;(100       мм), длина волоса 51 мм |148|0200-31.51.40|119,98|117,00|113,00|535|
#1|Кисть плоская                                                          |148|             | 26,90| 25,90| 25,20|535|norow|| HARDY (Польша), серия 37 - светлая щетина китайской свиньи, пластиковая рукоятка|</span><span class="for strong">Для работы красками и лаками на основе растворителей</span></p><UL><LI>Щетина китайской свиньи является наиболее используемым материалом для кистей и макловиц.<LI>Щетина слегка искривленная и конусообразная, имеет облущенную, шероховатую поверхность.<LI>В отличие от волоса, щетина имеет 2-3 окончания, создающих так называемый "флажок", который обеспечивает полное и гладкое покрытие поверхности с получением равномерного слоя краски.</UL><p><span class="addt">||/img/pic/shmal/small/0200-374050.jpg|/img/pic/shmal/big/0200-374050.jpg
#0|Кисть плоская HARDY с.37 2.00&Prime;&numsp;(50 мм), длина волоса 40 мм |148|0200-37.40.50| 49,98| 48,98| 47,98|535|
#0|Кисть плоская HARDY с.32 4.00&Prime;(100       мм), дл. волоса 51 мм   |148|0200-32.51.40|135,00|131,00|128,00|535|blue

### 567,cat567 -># 569,cat569|Кисти плоские ПРОФИ серии 54 !Для красок и лаков на основе растворителей
#1|Кисть плоская HARDY с.54 ПРОФИ, &numsp;30 мм, длина волоса 46 мм               |567|0201-54.51.30|115,00|109,00|103,00|569|norow ltd|Кисти плоская | HARDY (Польша), серия 54 ПРОФИ - черная щетина китайской свиньи, деревянная рукоятка|</span><span class="for strong">Для работы красками и лаками на основе растворителей</span></p><UL><LI><b>Наивысшее качество.</b> Трижды вываренная черная щетина китайской свиньи, топ 90%, <b>толщина 12</b>.<LI>Щетина слегка искривленная и конусообразная, имеет облущенную, шероховатую поверхность.<LI>В отличие от волоса, щетина имеет 2-3 окончания, создающих так называемый "флажок", который обеспечивает полное и гладкое покрытие поверхности с получением равномерного слоя краски.<LI>Нелакированная деревянная рукоятка.</UL><p><span class="addt">||/img/pic/shmal/small/0201-545750n.jpg|/img/pic/shmal/big/0201-545750n.jpg
#0|Кисть плоская HARDY с.54 ПРОФИ, &numsp;30 мм, длина волоса 46 мм               |567|0201-54.51.30|115,00|109,00|103,00|569|
#0|Кисть плоская HARDY с.54 ПРОФИ, &numsp;40 мм, длина волоса 51 мм               |567|0201-54.57.40|169,00|164,00|159,00|569|
#0|Кисть плоская HARDY с.54 ПРОФИ, &numsp;50 мм, длина волоса 51 мм               |567|0201-54.57.50|255,00|245,00|239,00|569|
#0|Кисть плоская HARDY с.54 ПРОФИ, &numsp;60 мм, длина волоса 57 мм               |567|0201-54.64.60|515,00|505,00|498,00|569|
#0|Кисть плоская HARDY с.54 ПРОФИ, &numsp;70 мм, длина волоса 61 мм               |567|0201-54.68.70|598,00|588,00|577,00|569|
#0|Кисть плоская HARDY с.54 ПРОФИ,       100 мм, длина волоса 68 мм               |567|0201-54.70.99|755,00|745,00|735,00|569|
#0|Кисть плоская HARDY с.54 ПРОФИ, &numsp;50 мм, длина волоса 51 мм светлая щетина|567|0200-54.57.50|239,00|233,00|226,00|569|blue

### 568,cat568 -># 570,cat570|Кисти плоские серий 42 и 43 !Для лаков и акриловых красок
#1|Кисть плоская HARDY с.42 0.75&Prime;     (20 мм), длина волоса 51 мм   |568|0204-42.51.10| 69,00| 66,00| 62,00|570|norow|Кисти плоские| HARDY (Польша), серия 42 - синяя щетина|</span><span class="for strong">Для лаков и акриловых красок</span></p><UL><LI>Смесь отборной щетины китайской свиньи и полиэстера.<LI>Щетина слегка искривленная и конусообразная, имеет облущенную, шероховатую поверхность.<LI>В отличие от волоса, щетина имеет 2-3 окончания, создающих так называемый "флажок", который обеспечивает полное и гладкое покрытие поверхности с получением равномерного слоя краски.<LI>Нелакированная деревянная рукоятка.</UL><p><span class="addt">||/img/pic/shmal/small/SER_42.jpg|/img/pic/shmal/big/SER_42.jpg
#0|Кисть плоская HARDY с.42 1.00&Prime;     (25 мм), длина волоса 51 мм   |568|0204-42.51.10| 69,00| 66,00| 62,00|570|
#0|Кисть плоская HARDY с.42 1.50&Prime;     (38 мм), длина волоса 51 мм   |568|0204-42.57.15| 79,00| 77,00| 75,00|570|
#0|Кисть плоская HARDY с.42 2.00&Prime;     (50 мм), длина волоса 58 мм   |568|0204-42.63.20|114,00|111,00|106,00|570|
#0|Кисть плоская HARDY с.42 2.50&Prime;     (63 мм), длина волоса 58 мм   |568|0204-42.71.25|126,00|121,00|117,00|570|
#0|Кисть плоская HARDY с.42 3.00&Prime;     (75 мм), длина волоса 58 мм   |568|0204-42.76.30|182,00|179,00|173,00|570|
#1|Кисть плоская HARDY         с.43 1.0&Prime; (25 мм), длина волоса 45 мм|568|0204-43.45.10| 31,98| 30,98| 29,98|570|norow|Кисти плоские| HARDY (Польша), серия 43|</span><span class="for strong">Для акриловых красок</span></p><UL><LI>Полиэстеровый волос.</UL><p><span class="addt">||/img/pic/shmal/small/0204-435920.jpg|/img/pic/shmal/big/0204-435920.jpg
#0|Кисть плоская HARDY         с.43 1.0&Prime; (25 мм), длина волоса 45 мм|568|0204-43.45.10| 33,98| 32,00| 31,00|570|
#0|Кисть плоская HARDY         с.43 1.5&Prime; (38 мм), длина волоса 53 мм|568|0204-43.53.15| 47,00| 45,00| 43,00|570|
#0|Кисть плоская HARDY         с.43 2.0&Prime; (50 мм), длина волоса 59 мм|568|0204-43.59.20| 59,98| 56,95| 54,98|570|
#0|Кисть плоская HARDY         с.43 2.5&Prime; (50 мм), длина волоса 64 мм|568|0204-43.64.25| 82,98| 79,90| 77,98|570|
#0|Кисть плоская HARDY         с.43 3.0&Prime; (75 мм), длина волоса 71 мм|568|0204-43.71.30|104,98|102,00| 98,95|570|

# 603,cat603 -># 604,cat604|Кисти плоские серии 43 !Для акриловых красок

# 605,cat605 -># 606,cat606|Кисти плоские скошенные угловые серии 61 !УГЛОВЫЕ для лаков и акриловых красок
#1|Кисть плоская угловая HARDY с.61 1.5&Prime; (38 мм), длина волоса 64 мм|605|0204-61.64.15|218,00|212,00|205,00|606|norow ltd|Кисти плоские скошенные угловые| HARDY (Польша), серия 61 - синяя щетина, толщина 9|</span><span class="for strong">Для лаков и акриловых красок</span></p><UL><LI>Отборная специальная щетина из полиэстера, топс 90%.<LI>Нелакированная деревянная ручка.<LI>Обойма из нержавеющей стали.</UL><p><span class="addt">||/img/pic/shmal/small/0204-617020.jpg|/img/pic/shmal/big/0204-617020.jpg
#0|Кисть плоская угловая HARDY с.61 1.5&Prime; (38 мм), длина волоса 64 мм|605|0204-61.64.15|218,00|212,00|205,00|606|
#0|Кисть плоская угловая HARDY с.61 2.0&Prime; (50 мм), длина волоса 70 мм|605|0204-61.70.20|318,00|312,00|306,00|606|
#0|Кисть плоская угловая HARDY с.61 2.5&Prime; (63 мм), длина волоса 70 мм|605|0204-61.70.25|398,00|392,00|386,00|606|

#1|Кисть плоская HARDY с.30 0.75&Prime;     (20 мм), длина волоса 38 мм   |52|             | 15,00| 15,00| 15,00|71|norow sale1|Кисти плоские| HARDY (Польша), серия 30 - светлая щетина китайской свиньи, деревянная рукоятка|</span><span class="for strong">Для работы красками и лаками на основе растворителей</span></p><UL><LI>Щетина китайской свиньи является наиболее используемым материалом для кистей и макловиц.<LI>Щетина слегка искривленная и конусообразная, имеет облущенную, шероховатую поверхность.<LI>В отличие от волоса, щетина имеет 2-3 окончания, создающих так называемый "флажок", который обеспечивает полное и гладкое покрытие поверхности с получением равномерного слоя краски.<LI>Лакированная деревянная рукоятка.</UL><p><span class="addt">||/img/pic/shmal/small/0200-30.jpg|/img/pic/shmal/big/0200-30.jpg
